출원번호,등록번호,출원일,발명의 명칭,출원인,출원인_norm,출원인_그룹,출원인_국적1,WIPS패밀리 ID,_패밀리내건수,Current CPC Main,label_v1,label_source,신호_휴머노이드,신호_Tier,신호_제외_수술,신호_제외_외골격,신호_제외_청소,신호_제외_물류전용,신호_제외_완구,_결함
15/196046,10016898,2016-06-29,Robot system using a vision sensor,FANUC CORPORATION,FANUC,FANUC,JP,17072640,1,B25J-0009/1697,GRAY,,False,True,False,False,False,False,False,
15/194629,9862094,2016-06-28,Interference check system for machine tool and robot,FANUC CORPORATION,FANUC,FANUC,JP,17075134,1,B25J-0009/1666,GRAY,,False,False,False,False,False,False,False,
15/203848,9724825,2016-07-07,Robot controller for robot which sets two objects in combined state,FANUC CORPORATION,FANUC,FANUC,JP,17077237,1,B25J-0009/1633,GRAY,,False,False,False,False,False,False,False,
15/200385,10259121,2016-07-01,"Robot apparatus, and measuring method of rotation driving apparatus",CANON KABUSHIKI KAISHA,CANON,CANON,JP,17077276,1,B25J-0013/088,GRAY,,False,True,False,False,False,False,False,
15/211491,10201896,2016-07-15,"Processing method, operation command generator, non-transitory computer-readable storage medium storing program, and processing system",KABUSHIKI KAISHA YASKAWA DENKI,YASKAWA DENKI,YASKAWA,JP,17080324,1,B25J-0009/1679,GRAY,,False,False,False,False,False,False,False,
15/201924,10286563,2016-07-05,Robot system and cable,Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,17081161,1,B25J-0019/0025,GRAY,,False,False,False,False,False,False,False,
15/208607,10052762,2016-07-13,Method of controlling robot with hand gripping two workpieces and robot control apparatus,FANUC CORPORATION,FANUC,FANUC,JP,17081162,1,B25J-0009/1651,GRAY,,False,True,False,False,False,False,False,
15/188989,10011017,2016-06-22,Industrial robot system and control method thereof,FANUC CORPORATION,FANUC,FANUC,JP,17086131,1,B25J-0013/085,GRAY,,False,True,False,False,False,False,False,
15/221769,10155311,2016-07-28,Method for processing specimen and specimen processing system,KABUSHIKI KAISHA YASKAWA DENKI,YASKAWA DENKI,YASKAWA,JP,17086145,1,B25J-0009/1633,GRAY,,False,False,False,False,False,False,False,
15/073564,10173330,2016-03-17,Robot arm,KABUSHIKI KAISHA YASKAWA DENKI,YASKAWA DENKI,YASKAWA,JP,17086182,1,B25J-0019/0062,GRAY,,False,True,False,False,False,False,False,
15/227146,9827673,2016-08-03,Robot controller inhibiting shaking of tool tip in robot equipped with travel axis,FANUC CORPORATION,FANUC,FANUC,JP,17090761,1,B25J-0009/1641,GRAY,,False,False,False,False,False,False,False,
15/223605,9969083,2016-07-29,Control apparatus of motor,TOYOTA JIDOSHA KABUSHIKI KAISHA,TOYOTA JIDOSHA,TOYOTA,JP,17090765,2,B25J-0009/1633,GRAY,,False,True,False,False,False,False,False,
15/241231,9855656,2016-08-19,Robot control device for controlling motor-driven robot,FANUC CORPORATION,FANUC,FANUC,JP,17096315,1,B25J-0009/1628,GRAY,,False,False,False,False,False,False,False,
15/755779,10814483,2016-10-27,"Data conversion apparatus, robot, program, and information processing method",DENTSU GROUP INC.,DENTSU GROUP,DENTSU GROUP,JP,17096353,1,B25J-0009/1664,GRAY,,False,False,False,False,False,False,False,
15/244106,10369703,2016-08-23,"Robot, control device, and robot system",Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,17100245,1,B25J-0013/089,GRAY,,False,True,False,False,False,False,False,
15/246634,10105848,2016-08-25,Machine that stops movement of member on drive axis due to abnormality in brake,FANUC CORPORATION,FANUC,FANUC,JP,17100262,1,B25J-0009/1674,GRAY,,False,False,False,False,False,False,False,
15/256979,10195744,2016-09-06,"Control device, robot, and robot system",SEIKO EPSON CORPORATION,SEIKO EPSON,SEIKO EPSON,JP,17103871,1,B25J-0013/085,GRAY,,False,False,False,False,False,False,False,
15/257025,9956686,2016-09-06,Deflection measurement system for measuring deflection of articulated robot,FANUC CORPORATION,FANUC,FANUC,JP,17107437,1,B25J-0009/1638,GRAY,,False,True,False,False,False,False,False,
15/267478,10189164,2016-09-16,"Robot, control device, and robot system",Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,17107454,1,B25J-0013/088,GRAY,,False,False,False,False,False,False,False,
15/265534,10471593,2016-09-14,"Rotation driving apparatus, robot apparatus, control program, and article manufacturing method",CANON KABUSHIKI KAISHA,CANON,CANON,JP,17111040,1,B25J-0009/1651,GRAY,,False,True,False,False,False,False,False,
15/281874,10300608,2016-09-30,Robot operating apparatus provided with handles for operating robot,FANUC CORPORATION,FANUC,FANUC,JP,17113858,2,B25J-0013/085,GRAY,,False,True,False,False,False,False,False,
15/281091,9969090,2016-09-30,Robot system equipped with camera for capturing image of target mark,FANUC CORPORATION,FANUC,FANUC,JP,17119047,1,B25J-0009/1697,GRAY,,False,False,False,False,False,False,False,
15/284820,10406692,2016-10-04,"Robot system, robot, and robot control apparatus",SEIKO EPSON CORPORATION,SEIKO EPSON,SEIKO EPSON,JP,17119062,2,B25J-0009/1694,GRAY,,False,True,False,False,False,False,False,
15/281084,9937620,2016-09-30,Robot system having function to calculate position and orientation of sensor,FANUC CORPORATION,FANUC,FANUC,JP,17121852,1,B25J-0009/1651,GRAY,,False,False,False,False,False,False,False,
15/292524,10449667,2016-10-13,Robot pedestal having support structure for controller,FANUC CORPORATION,FANUC,FANUC,JP,17121857,1,B25J-0009/0009,GRAY,,False,False,False,False,False,False,False,
15/290286,10105840,2016-10-11,Robot system including plurality of controllers connected via network,FANUC CORPORATION,FANUC,FANUC,JP,17124147,1,B25J-0009/0084,GRAY,,False,False,False,False,False,False,False,
15/298808,10189161,2016-10-20,Calibration system and calibration method calibrating mechanical parameters of wrist part of robot,FANUC CORPORATION,FANUC,FANUC,JP,17124150,1,B25J-0009/1692,GRAY,,False,True,False,False,False,False,False,
15/768821,11014233,2016-09-23,"Teaching point correcting method, program, recording medium, robot apparatus, imaging point creating method, and imaging point creating apparatus",CANON KABUSHIKI KAISHA,CANON,CANON,JP,17124155,1,B25J-0009/163,GRAY,,False,True,False,False,False,False,False,
15/335863,10335964,2016-10-27,Method and system for controlling robot,DENSO WAVE INCORPORATED,DENSO WAVE,DENSO,JP,17126737,1,B25J-0019/06,GRAY,,False,True,False,False,False,False,False,
15/292132,9902067,2016-10-13,Offline robot programming device,FANUC CORPORATION,FANUC,FANUC,JP,17131838,1,B25J-0009/1666,GRAY,,False,True,False,False,False,False,False,
15/298983,10695905,2016-10-20,Robot control apparatus and robot control method,CANON KABUSHIKI KAISHA,CANON,CANON,JP,17131861,1,B25J-0009/1612,GRAY,,False,True,False,False,False,False,False,
15/246599,10464211,2016-08-25,Generating control signal for tele-presence robot,International Business Machines Corporation,INTERNATIONAL BUSINESS MACHINES,INTERNATIONAL BUSINESS MACHINES,US,17136326,1,B25J-0009/1689,GRAY,,False,True,False,False,False,False,False,
15/293414,10118295,2016-10-14,Manual feed apparatus of robot for calculating operable range of robot,FANUC CORPORATION,FANUC,FANUC,JP,17137882,1,B25J-0009/163,GRAY,,False,True,False,False,False,False,False,
15/360851,10259118,2016-11-23,Robot system having function of simplifying teaching operation and improving operating performance by learning,FANUC CORPORATION,FANUC,FANUC,JP,17137887,1,B25J-0009/1679,GRAY,,False,False,False,False,False,False,False,
15/358925,9855664,2016-11-22,Robot safety system,DENSO WAVE INCORPORATED,DENSO WAVE,DENSO,JP,17137898,1,B25J-0019/06,GRAY,,False,False,False,False,False,False,False,
15/297258,10022879,2016-10-19,Robot controller which records state of occurrence of emergency stop of robot,FANUC CORPORATION,FANUC,FANUC,JP,17142491,1,B25J-0019/06,GRAY,,False,False,False,False,False,False,False,
15/364807,10071481,2016-11-30,Safety system for industrial robots,DENSO WAVE INCORPORATED,DENSO WAVE,DENSO,JP,17142496,1,B25J-0009/1676,GRAY,,False,True,False,False,False,False,False,
15/358265,10252413,2016-11-22,Robot and robot system,SEIKO EPSON CORPORATION,SEIKO EPSON,SEIKO EPSON,JP,17142497,1,B25J-0009/0027,GRAY,,False,False,False,False,False,False,False,
15/341744,10328585,2016-11-02,Robot control device and robot system,DENSO WAVE INCORPORATED,DENSO WAVE,DENSO,JP,17142501,1,B25J-0019/06,GRAY,,False,False,False,False,False,False,False,
15/372733,10300605,2016-12-08,"Robot, controller, and robot system",Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,17146171,1,B25J-0009/1694,GRAY,,False,False,False,False,False,False,False,
15/347882,10245733,2016-11-10,"Robot, method for controlling robot, and recording medium","PANASONIC INTELLECTUAL PROPERTY MANAGEMENT CO., LTD.",PANASONIC INTELLECTUAL PROPERTY MANAGEMENT,PANASONIC,JP,17146209,1,B25J-0011/009,GRAY,,False,True,False,False,False,False,False,
15/274118,10040197,2016-09-23,Control device for mobile robot,"HONDA MOTOR CO., LTD",HONDA MOTOR,HONDA,JP,17149538,1,B25J-0009/1669,T1_auto,휴머노이드명시/전건T1_OEM,True,True,False,False,False,False,False,
15/209489,10335951,2016-07-13,"Information processing apparatus, information processing method, robot control apparatus, and robot system",Canon Kabushiki Kaisha,CANON,CANON,JP,17171340,1,B25J-0009/1697,GRAY,,False,False,False,False,False,False,False,
16/076642,11123883,2017-02-07,Work robot,KAWASAKI JUKOGYO KABUSHIKI KAISHA,KAWASAKI JUKOGYO,KAWASAKI HEAVY INDUSTRIES,JP,17174425,2,B25J-0019/06,GRAY,,False,True,False,False,False,False,False,
15/422692,10384349,2017-02-02,Processing robot system in which processing device is connected to robot to perform processing,FANUC CORPORATION,FANUC,FANUC,JP,17174431,1,B25J-0011/005,GRAY,,False,False,False,False,False,False,False,
15/440367,10857675,2017-02-23,"Control device, robot, and robot system",Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,미상,17181001,1,B25J-0009/1679,GRAY,,False,False,False,False,False,False,False,
15/432096,10293494,2017-02-14,Bulk workpiece picking system and method,FANUC CORPORATION,FANUC,FANUC,JP,17185231,1,B25J-0015/0608,GRAY,,False,False,False,False,False,False,False,
15/453556,10807252,2017-03-08,Rotation axis module and articulated robot,FANUC CORPORATION,FANUC,FANUC,JP,17189568,1,B25J-0019/0029,GRAY,,False,True,False,False,False,False,False,
15/458994,10377038,2017-03-15,Robot controller and robot control method,KABUSHIKI KAISHA YASKAWA DENKI | KABUSHIKI KAISHA YASAKAWA DENKI,YASKAWA DENKI,YASKAWA,JP,17193952,1,B25J-0009/1651,GRAY,,False,True,False,False,False,False,False,
15/460781,10882182,2017-03-16,"Robot apparatus, control method of robot apparatus, and recording medium",CANON KABUSHIKI KAISHA,CANON,CANON,JP,17193958,1,B25J-0009/1633,GRAY,,False,True,False,False,False,False,False,
15/458280,10350768,2017-03-14,"Control device, robot, and robot system",Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,17193964,2,B25J-0013/085,GRAY,,False,False,False,False,False,False,False,
15/458319,10377043,2017-03-14,"Robot control apparatus, robot, and robot system",Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,17193965,1,B25J-0013/085,GRAY,,False,False,False,False,False,False,False,
15/466378,10286551,2017-03-22,"Robot system that controls robot including multiple mechanical units, the mechanical units, and robot control device",FANUC CORPORATION,FANUC,FANUC,JP,17198657,1,B25J-0009/163,GRAY,,False,False,False,False,False,False,False,
15/467434,10525598,2017-03-23,Positioning system using robot,FANUC CORPORATION,FANUC,FANUC,JP,17198672,1,B25J-0009/1697,GRAY,,False,True,False,False,False,False,False,
15/470049,10252425,2017-03-27,System for determining robot position having an imaging element to image the mark on a rotatable arm,Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,17204267,1,B25J-0013/089,GRAY,,False,True,False,False,False,False,False,
15/463056,10406683,2017-03-20,Robot and control method thereof,"HONDA MOTOR CO., LTD.",HONDA MOTOR,HONDA,JP,17204295,1,B25J-0009/1612,GRAY,,False,True,False,False,False,False,False,
15/450309,10160119,2017-03-06,Robot system,Fanuc Corporation,FANUC,FANUC,JP,17204302,1,B25J-0015/0491,GRAY,,False,False,False,False,False,False,False,
15/473197,10800033,2017-03-29,"Robot control apparatus, robot control method, robot system, and storage medium",CANON KABUSHIKI KAISHA,CANON,CANON,JP,17204317,1,B25J-0009/1612,GRAY,,False,True,False,False,False,False,False,
15/463255,10213916,2017-03-20,Control apparatus and robot system,Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,17204344,1,B25J-0009/0084,GRAY,,False,True,False,False,False,False,False,
15/194017,10076845,2016-06-27,"Robot system, instruction input device, non-transitory computer-readable recording medium, and control method for robot system","PANASONIC INTELLECTUAL PROPERTY MANAGEMENT CO., LTD.",PANASONIC INTELLECTUAL PROPERTY MANAGEMENT,PANASONIC,JP,17211201,1,B25J-0019/06,GRAY,,False,False,False,False,False,False,False,
15/479369,10857668,2017-04-05,"Robot, control device, and robot system",Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,미상,17211418,1,B25J-0009/047,GRAY,,False,True,False,False,False,False,False,
16/092225,10994412,2017-04-06,Robot control device and robot provided with the same,KAWASAKI JUKOGYO KABUSHIKI KAISHA,KAWASAKI JUKOGYO,KAWASAKI HEAVY INDUSTRIES,JP,17211419,1,B25J-0009/06,GRAY,,False,True,False,False,False,False,False,
15/923366,10144136,2018-03-16,Panel holding device and panel holding method,"Honda Motor Co., Ltd.",HONDA MOTOR,HONDA,JP,17212522,1,B25J-0015/009,GRAY,,False,False,False,False,False,False,False,
15/484634,10300598,2017-04-11,Robot with daisy-chainable robot arm,FANUC CORPORATION,FANUC,FANUC,JP,17214731,1,B25J-0009/12,GRAY,,False,True,False,False,False,False,False,
15/490044,10618175,2017-04-18,"Vibration measurement method for moving part, vibration measurement method for robot, and control device",Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,17220201,1,B25J-0009/1694,GRAY,,False,True,False,False,False,False,False,
15/494899,10532461,2017-04-24,Robot and robot system,Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,17220202,1,B25J-0009/1633,GRAY,,False,True,False,False,False,False,False,
15/497860,10427299,2017-04-26,"Device for robot, robot control device, and robot system",Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,17220210,1,B25J-0009/163,GRAY,,False,False,False,False,False,False,False,
15/497205,10315305,2017-04-26,Robot control apparatus which displays operation program including state of additional axis,FANUC CORPORATION,FANUC,FANUC,JP,17220217,1,B25J-0009/00,GRAY,,False,True,False,False,False,False,False,
16/846517,11090815,2020-04-13,"Robot, control device, and robot system",Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,미상,17227173,1,B25J-0013/085,GRAY,,False,False,False,False,False,False,False,
15/602511,10434665,2017-05-23,Robot including tool having shock-absorbing member,FANUC CORPORATION,FANUC,FANUC,JP,17230273,1,B25J-0019/0091,GRAY,,False,True,False,False,False,False,False,
16/095489,10576638,2017-05-16,Teaching device,UNITED SEVEN CORPORATION,UNITED SEVEN,UNITED SEVEN,JP,17233505,1,B25J-0013/02,GRAY,,False,False,False,False,False,False,False,
15/602980,10335950,2017-05-23,Robot control apparatus and robot control method,FANUC CORPORATION,FANUC,FANUC,JP,17233527,1,B25J-0009/1692,GRAY,,False,False,False,False,False,False,False,
15/601136,10919145,2017-05-22,Horizontally articulated robot,Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,미상,17233528,1,B25J-0009/04,GRAY,,False,True,False,False,False,False,False,
15/622430,10343285,2017-06-14,"Robot, control device, and robot system",Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,17240267,1,B25J-0011/0075,GRAY,,False,False,False,False,False,False,False,
15/453252,10576618,2017-03-08,"Robot having communication with human, robot control method, and non-transitory recording medium","CASIO COMPUTER CO., LTD.",CASIO COMPUTER,CASIO COMPUTER,JP,17243382,1,B25J-0009/0003,GRAY,,False,False,False,False,False,False,False,
15/446473,10350760,2017-03-01,"Robot, robot control system, robot control method, and non-transitory computer-readable recording medium","CASIO COMPUTER CO., LTD.",CASIO COMPUTER,CASIO COMPUTER,JP,17243385,1,B25J-0011/0005,GRAY,,False,False,False,False,False,False,False,
15/633230,10850405,2017-06-26,Robot hand,DENSO WAVE INCORPORATED,DENSO WAVE,DENSO,JP,17247149,1,B25J-0015/08,GRAY,,False,True,False,False,False,False,False,
15/635613,10562196,2017-06-28,"Robot, control device, and robot system",Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,17247179,1,B25J-0018/005,GRAY,,False,True,False,False,False,False,False,
15/447947,10556339,2017-03-02,"Mobile robot, movement control system, and movement control method","FUJI XEROX CO., LTD.",FUJI XEROX,FUJI XEROX,JP,17250977,2,B25J-0009/1664,GRAY,,False,False,False,False,False,False,False,
15/620803,10583564,2017-06-12,Robot and method used in robot,"PANASONIC INTELLECTUAL PROPERTY MANAGEMENT CO., LTD.",PANASONIC INTELLECTUAL PROPERTY MANAGEMENT,PANASONIC,JP,17252991,1,B25J-0013/085,GRAY,,False,True,False,True,False,False,False,
15/653953,10220513,2017-07-19,"Robot control apparatus, robot and robot system",Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,17256120,1,B25J-0009/1633,GRAY,,False,False,False,False,False,False,False,
15/613984,10639791,2017-06-05,Dynamic laser touch-sensing with multiple robot dynamic user frame,FANUC CORPORATION,FANUC,FANUC,US,17256122,1,B25J-0009/163,GRAY,,False,False,False,False,False,False,False,
15/631556,10384345,2017-06-23,Safety management method and safety management system,Fanuc Corporation,FANUC,FANUC,JP,17259079,1,B25J-0009/1656,GRAY,,False,False,False,False,False,False,False,
